Product ID,Product Name,Category,Brand Score,Cost Price (cp),Selling Price (sp),Days to Expire,Demand Factor,Quantity Left,Discount (%),Adjusted Price
P05373,Bagel,Bakery,1,84.35,105.74,15,0.99,272,8.64,96.6
P05374,Tomato,Produce,1,71.38,90.96,1,0.51,474,23.46,69.62
P05375,Cheese,Dairy,3,12.95,18.46,13,0.93,131,8.28,16.93
P05376,Bread,Bakery,5,88.38,113.88,3,0.89,89,13.74,98.23
P05377,Butter,Dairy,4,49.51,62.5,11,0.43,12,13.08,54.32
P05378,Croissant,Bakery,2,34.99,47.27,4,0.75,220,17.85,38.83
P05379,Frozen Vegetables,Frozen,2,40.14,55.41,17,0.8,477,7.65,51.17
P05380,Butter,Dairy,5,69.9,87.11,3,0.39,275,18.24,71.22
P05381,Cheese,Dairy,4,30.19,34.61,13,0.82,237,8.07,31.82
P05382,Frozen Fries,Frozen,4,36.7,45.25,12,0.31,66,13.41,39.18
P05383,Bread,Bakery,1,49.64,74.32,12,0.73,264,13.23,64.49
P05384,Cheese,Dairy,2,66.06,82.53,18,0.52,262,9.42,74.76
P05385,Muffin,Bakery,1,21.4,25.17,19,0.67,445,8.52,23.03
P05386,Frozen Fries,Frozen,4,69.02,101.67,11,0.65,315,11.1,90.38
P05387,Carrot,Produce,2,38.23,42.43,13,0.72,181,11.37,37.61
P05388,Bread,Bakery,3,17.87,25.38,19,0.9,238,4.05,24.35
P05389,Bread,Bakery,5,28.07,40.73,9,0.67,121,11.22,36.16
P05390,Yogurt,Dairy,4,82.24,99.25,9,0.85,181,10.8,88.53
P05391,Frozen Pizza,Frozen,1,66.2,85.86,6,0.29,490,21.69,67.24
P05392,Bagel,Bakery,1,45.7,62.76,3,0.46,490,22.41,48.7
P05393,Pork Chops,Meat,2,23.61,27.3,9,0.92,406,12.57,23.87
P05394,Chicken Breast,Meat,5,18.53,27.72,4,0.42,363,17.22,22.95
P05395,Yogurt,Dairy,5,74.85,84.5,18,0.63,32,4.83,80.42
P05396,Frozen Fries,Frozen,3,32.16,45.26,10,0.64,401,13.14,39.31
P05397,Yogurt,Dairy,4,56.38,73.01,20,0.4,382,6.6,68.19
P05398,Cream,Dairy,1,39.13,51.52,19,0.69,16,8.34,47.22
P05399,Donut,Bakery,1,59.19,71.45,7,0.37,374,20.22,57.0
P05400,Cheese,Dairy,1,59.76,83.45,2,0.47,495,23.07,64.2
P05401,Banana,Produce,5,74.86,102.03,19,0.67,334,3.72,98.23
P05402,Spinach,Produce,2,99.97,113.85,14,0.65,224,11.25,101.04
P05403,Yogurt,Dairy,1,24.47,36.27,10,0.92,239,13.02,31.55
P05404,Pork Chops,Meat,2,55.51,64.37,12,0.65,452,12.75,56.16
P05405,Carrot,Produce,2,14.64,20.9,9,0.7,431,14.55,17.86
P05406,Frozen Vegetables,Frozen,5,91.13,126.65,20,0.26,98,6.66,118.22
P05407,Chicken Breast,Meat,5,23.38,28.01,3,0.78,142,14.73,23.88
P05408,Pork Chops,Meat,4,97.18,120.66,4,0.81,210,14.91,102.67
P05409,Bagel,Bakery,5,66.85,79.18,10,0.98,329,7.68,73.1
P05410,Bread,Bakery,3,31.16,40.52,13,0.43,61,12.78,35.34
P05411,Pork Chops,Meat,3,13.55,17.0,19,0.9,107,4.05,16.31
P05412,Apple,Produce,2,12.07,18.09,9,0.91,292,12.66,15.8
P05413,Sausage,Meat,3,18.46,21.68,4,0.91,352,15.21,18.38
P05414,Frozen Vegetables,Frozen,3,54.1,66.45,13,0.29,391,14.04,57.12
P05415,Cheese,Dairy,5,28.01,33.56,2,0.61,198,17.01,27.85
P05416,Muffin,Bakery,2,70.78,91.27,17,0.48,289,10.53,81.66
P05417,Frozen Pizza,Frozen,5,25.48,32.44,13,0.5,323,9.75,29.28
P05418,Apple,Produce,3,69.79,93.46,5,0.96,233,14.01,80.37
P05419,Apple,Produce,2,47.29,56.48,6,0.58,128,17.88,46.38
P05420,Bread,Bakery,5,28.53,39.82,12,0.97,335,6.27,37.32
P05421,Fish Fillet,Meat,1,24.49,36.36,5,0.92,19,16.77,30.26
P05422,Butter,Dairy,4,17.26,25.7,14,0.3,161,12.0,22.62
P05423,Bread,Bakery,2,77.4,105.59,19,0.43,242,9.48,95.58
P05424,Banana,Produce,2,34.98,52.39,10,0.76,328,13.26,45.44
P05425,Milk,Dairy,2,26.77,32.0,4,0.86,230,16.86,26.6
P05426,Sausage,Meat,5,67.34,98.0,14,0.71,391,7.11,91.03
P05427,Bagel,Bakery,4,68.13,78.64,2,0.77,59,16.77,65.45
P05428,Milk,Dairy,3,10.14,12.09,9,0.4,249,16.05,10.15
P05429,Ice Cream,Frozen,4,11.61,13.17,18,0.56,374,6.66,12.29
P05430,Fish Fillet,Meat,3,67.99,79.91,10,0.31,176,16.11,67.04
P05431,Lettuce,Produce,2,94.71,109.09,9,0.3,463,18.15,89.29
P05432,Sausage,Meat,4,79.3,101.69,9,0.49,355,14.04,87.41
P05433,Bread,Bakery,2,99.56,135.73,17,0.62,186,9.27,123.15
P05434,Spinach,Produce,1,94.21,114.26,10,0.55,27,16.35,95.58
P05435,Tomato,Produce,4,27.06,32.26,13,0.77,283,8.52,29.51
P05436,Fish Fillet,Meat,5,88.59,103.7,1,0.81,417,15.96,87.15
P05437,Bagel,Bakery,3,91.02,122.91,19,0.82,136,4.77,117.05
P05438,Donut,Bakery,5,38.0,53.24,2,0.9,305,14.4,45.57
P05439,Tomato,Produce,5,25.99,32.13,5,0.72,37,13.77,27.71
P05440,Banana,Produce,3,46.66,67.23,16,0.67,158,8.37,61.6
P05441,Sausage,Meat,4,57.28,81.18,17,0.99,301,3.54,78.31
P05442,Frozen Berries,Frozen,2,74.58,104.3,3,0.9,455,17.25,86.31
P05443,Frozen Vegetables,Frozen,5,74.68,105.46,11,0.98,309,6.93,98.15
P05444,Tomato,Produce,1,20.33,26.92,15,0.34,497,14.49,23.02
P05445,Bread,Bakery,1,65.69,84.36,16,0.59,226,11.49,74.67
P05446,Carrot,Produce,2,55.47,78.37,13,0.91,190,9.66,70.8
P05447,Donut,Bakery,5,89.01,122.08,19,0.27,255,7.32,113.14
P05448,Ice Cream,Frozen,2,11.83,15.62,4,0.22,25,22.62,12.09
P05449,Cheese,Dairy,2,55.41,69.99,14,0.68,212,10.98,62.31
P05450,Banana,Produce,1,38.96,47.9,11,0.29,453,17.94,39.31
P05451,Frozen Pizza,Frozen,5,72.94,93.23,1,0.73,14,16.68,77.68
P05452,Cheese,Dairy,3,56.34,72.88,6,0.42,347,18.12,59.67
P05453,Carrot,Produce,3,88.89,123.4,19,0.97,226,3.42,119.18
P05454,Croissant,Bakery,5,36.77,48.04,2,0.96,186,13.86,41.38
P05455,Butter,Dairy,1,62.77,72.95,11,0.25,344,18.3,59.6
P05456,Banana,Produce,2,78.3,93.49,8,0.96,247,12.96,81.37
P05457,Bagel,Bakery,4,54.79,64.93,5,0.51,436,16.86,53.98
P05458,Donut,Bakery,4,39.04,46.17,3,0.21,372,21.06,36.45
P05459,Frozen Berries,Frozen,5,18.29,20.13,16,0.26,468,9.66,18.19
P05460,Lettuce,Produce,1,96.0,121.46,19,0.68,256,8.43,111.22
P05461,Bagel,Bakery,4,89.87,134.06,20,0.81,436,2.91,130.16
P05462,Bagel,Bakery,2,81.43,118.82,3,0.57,394,20.22,94.79
P05463,Banana,Produce,2,43.14,54.76,8,0.83,386,14.13,47.02
P05464,Yogurt,Dairy,2,41.34,48.74,19,0.5,83,8.85,44.43
P05465,Muffin,Bakery,5,50.09,69.84,13,0.59,173,8.94,63.6
P05466,Butter,Dairy,5,78.33,109.54,16,0.34,362,8.94,99.75
P05467,Tomato,Produce,5,36.78,47.24,13,0.41,381,10.56,42.25
P05468,Chicken Breast,Meat,2,71.19,80.82,20,0.76,413,5.76,76.16
P05469,Ice Cream,Frozen,4,70.32,84.01,19,0.52,450,6.27,78.74
P05470,Pork Chops,Meat,4,72.82,87.55,19,0.89,29,2.94,84.98
P05471,Frozen Vegetables,Frozen,1,66.66,95.64,13,0.91,215,10.86,85.25
P05472,Spinach,Produce,1,68.68,81.07,5,0.77,70,18.12,66.38
P05473,Cheese,Dairy,1,45.0,50.52,17,0.57,389,10.92,45.0
P05474,Cheese,Dairy,5,19.73,23.32,12,0.81,466,7.71,21.52
P05475,Tomato,Produce,4,77.38,115.87,8,0.68,196,13.08,100.71
P05476,Carrot,Produce,2,78.89,105.58,19,0.8,210,6.15,99.09
P05477,Sausage,Meat,4,72.73,89.74,10,0.61,309,12.21,78.78
P05478,Butter,Dairy,1,98.71,135.96,20,0.51,401,9.21,123.44
P05479,Frozen Pizza,Frozen,3,36.32,47.93,16,0.21,346,12.51,41.93
P05480,Lettuce,Produce,2,29.52,40.68,4,0.37,75,21.27,32.03
P05481,Fish Fillet,Meat,5,27.55,39.29,14,0.22,42,11.52,34.76
P05482,Carrot,Produce,5,85.99,104.47,12,0.6,52,9.6,94.44
P05483,Tomato,Produce,5,99.17,129.96,6,0.76,340,12.66,113.51
P05484,Bread,Bakery,5,41.79,52.88,3,0.58,351,16.53,44.14
P05485,Muffin,Bakery,5,64.0,74.37,12,0.49,76,10.59,66.49
P05486,Frozen Vegetables,Frozen,5,54.12,60.09,14,0.36,411,10.26,53.92
P05487,Apple,Produce,5,80.04,110.89,20,0.94,418,0.54,110.29
P05488,Banana,Produce,2,58.89,75.12,20,0.6,201,7.2,69.71
P05489,Banana,Produce,5,68.4,83.46,6,0.53,350,14.73,71.17
P05490,Bagel,Bakery,3,47.11,64.56,11,0.23,360,16.08,54.18
P05491,Lettuce,Produce,2,19.24,21.24,4,1.0,495,15.6,17.93
P05492,Bread,Bakery,5,59.17,87.21,16,0.45,388,7.95,80.28
P05493,Muffin,Bakery,1,77.25,95.43,4,0.72,173,19.32,76.99
P05494,Frozen Pizza,Frozen,1,10.14,14.82,18,0.91,431,7.11,13.77
P05495,Sausage,Meat,5,54.26,80.66,9,0.6,50,11.85,71.1
P05496,Ice Cream,Frozen,4,57.83,81.47,18,0.96,202,3.06,78.98
P05497,Carrot,Produce,3,44.98,55.42,8,0.39,428,16.89,46.06
P05498,Sausage,Meat,3,76.94,97.2,8,0.36,255,17.16,80.52
P05499,Ice Cream,Frozen,2,81.39,119.85,14,0.94,97,8.64,109.49
P05500,Frozen Pizza,Frozen,5,93.24,115.43,6,0.37,158,16.17,96.76
P05501,Lettuce,Produce,4,32.04,47.89,2,0.46,94,19.56,38.52
P05502,Cream,Dairy,3,10.78,15.77,1,0.4,76,22.05,12.29
P05503,Chicken Breast,Meat,5,53.04,77.63,19,0.54,314,4.89,73.83
P05504,Cheese,Dairy,3,95.45,123.58,8,0.98,219,11.58,109.27
P05505,Chicken Breast,Meat,5,57.94,80.92,11,0.66,320,9.81,72.98
P05506,Frozen Pizza,Frozen,4,77.62,100.43,8,0.51,196,14.61,85.76
P05507,Lettuce,Produce,4,68.1,89.27,17,0.56,163,7.41,82.66
P05508,Frozen Fries,Frozen,3,91.28,132.25,15,0.29,67,12.54,115.67
P05509,Frozen Fries,Frozen,3,96.33,116.13,20,0.95,43,2.85,112.82
P05510,Minced Beef,Meat,5,38.81,47.95,9,0.58,257,12.03,42.18
P05511,Croissant,Bakery,4,67.62,76.53,8,0.61,273,13.71,66.04
P05512,Sausage,Meat,3,44.51,63.47,20,0.27,290,8.97,57.78
P05513,Frozen Fries,Frozen,4,39.89,51.74,18,0.88,123,3.78,49.78
P05514,Tomato,Produce,2,83.26,92.93,1,0.93,175,18.48,75.76
P05515,Frozen Pizza,Frozen,3,35.8,49.97,15,0.38,174,11.73,44.11
P05516,Frozen Vegetables,Frozen,3,12.92,17.98,3,0.66,151,18.21,14.71
P05517,Croissant,Bakery,3,46.79,67.56,16,0.28,78,11.88,59.53
P05518,Lettuce,Produce,2,32.23,46.84,2,0.82,400,18.72,38.07
P05519,Pork Chops,Meat,2,28.2,40.92,7,0.9,198,14.25,35.09
P05520,Frozen Berries,Frozen,3,93.94,134.19,18,0.22,212,10.92,119.54
P05521,Lettuce,Produce,2,75.72,86.93,13,0.93,278,9.48,78.69
P05522,Fish Fillet,Meat,4,78.75,96.87,16,0.6,450,7.8,89.31
P05523,Ice Cream,Frozen,4,98.58,126.78,14,0.4,311,11.1,112.71
P05524,Sausage,Meat,2,62.29,88.77,8,0.89,442,13.59,76.71
P05525,Sausage,Meat,1,61.23,83.45,16,0.6,176,11.4,73.94
P05526,Bread,Bakery,1,71.75,87.32,12,0.73,237,13.23,75.77
P05527,Lettuce,Produce,4,24.14,32.44,1,0.75,18,17.7,26.7
P05528,Fish Fillet,Meat,2,73.96,101.76,5,0.52,85,19.17,82.25
P05529,Fish Fillet,Meat,2,41.11,51.57,1,0.47,165,22.62,39.9
P05530,Cheese,Dairy,4,54.99,61.98,15,0.46,309,9.81,55.9
P05531,Frozen Berries,Frozen,2,35.02,47.45,18,0.27,460,11.67,41.91
P05532,Frozen Fries,Frozen,4,70.35,105.02,17,0.44,263,8.49,96.1
P05533,Muffin,Bakery,2,72.16,102.65,12,0.36,210,15.36,86.88
P05534,Donut,Bakery,4,22.77,29.8,20,0.96,27,1.56,29.34
P05535,Chicken Breast,Meat,3,17.39,20.45,2,0.53,222,20.13,16.33
P05536,Minced Beef,Meat,1,80.15,105.31,11,0.51,134,15.96,88.5
P05537,Frozen Berries,Frozen,1,84.51,99.15,17,0.95,124,7.5,91.71
P05538,Fish Fillet,Meat,5,79.38,90.86,19,0.34,53,6.69,84.78
P05539,Carrot,Produce,1,53.15,58.52,14,0.75,299,11.55,51.76
P05540,Cream,Dairy,3,57.76,64.31,18,0.41,481,9.21,58.39
P05541,Ice Cream,Frozen,4,80.05,112.48,4,0.54,92,17.34,92.98
P05542,Lettuce,Produce,4,48.3,66.01,2,0.95,253,15.15,56.01
P05543,Pork Chops,Meat,3,60.77,77.76,8,0.79,395,13.29,67.43
P05544,Muffin,Bakery,1,82.98,101.85,15,0.59,347,12.24,89.38
P05545,Banana,Produce,1,36.43,42.68,18,0.72,387,8.82,38.92
P05546,Frozen Fries,Frozen,1,12.32,16.22,11,0.84,280,12.99,14.11
P05547,Minced Beef,Meat,2,40.84,53.15,12,0.83,332,11.13,47.23
P05548,Spinach,Produce,5,11.92,14.49,4,0.21,156,19.11,11.72
P05549,Cheese,Dairy,1,81.03,112.96,10,0.66,69,15.36,95.61
P05550,Sausage,Meat,1,57.07,65.49,4,0.27,335,23.37,50.18
P05551,Bagel,Bakery,4,18.04,24.52,1,0.76,235,17.61,20.2
P05552,Bread,Bakery,1,13.73,19.66,11,0.64,27,14.79,16.75
P05553,Frozen Fries,Frozen,2,21.71,28.03,13,0.9,302,9.75,25.3
P05554,Frozen Pizza,Frozen,4,37.92,53.69,20,0.39,233,6.69,50.1
P05555,Donut,Bakery,1,92.83,110.48,13,0.37,121,15.72,93.11
P05556,Pork Chops,Meat,4,22.61,26.36,12,0.46,271,12.06,23.18
P05557,Butter,Dairy,1,57.16,67.93,12,0.25,400,17.55,56.01
P05558,Croissant,Bakery,3,34.49,46.71,20,0.7,373,5.1,44.33
P05559,Sausage,Meat,2,70.41,78.44,2,0.78,143,19.08,63.47
P05560,Croissant,Bakery,5,91.65,126.85,1,0.42,456,19.47,102.15
P05561,Frozen Fries,Frozen,4,54.62,63.7,11,0.28,15,14.43,54.51
P05562,Frozen Berries,Frozen,1,76.49,85.7,19,0.6,239,9.15,77.86
P05563,Spinach,Produce,4,84.22,124.73,17,0.97,464,3.72,120.09
P05564,Sausage,Meat,5,91.99,104.97,1,0.38,330,19.83,84.15
P05565,Frozen Vegetables,Frozen,4,64.25,88.13,18,0.28,37,9.18,80.04
P05566,Butter,Dairy,3,39.3,57.81,13,1.0,199,7.65,53.39
P05567,Minced Beef,Meat,1,23.93,29.67,14,0.29,235,15.69,25.01
P05568,Fish Fillet,Meat,5,50.72,59.29,6,0.83,493,12.03,52.16
P05569,Frozen Vegetables,Frozen,4,81.26,110.15,10,0.59,196,12.39,96.5
P05570,Cream,Dairy,1,66.78,90.76,20,0.83,71,6.33,85.01
P05571,Minced Beef,Meat,2,18.06,22.3,16,0.28,227,13.08,19.38
P05572,Cheese,Dairy,2,44.44,65.66,3,0.41,475,21.66,51.44
P05573,Bagel,Bakery,1,90.7,111.85,9,0.41,63,18.36,91.31
P05574,Croissant,Bakery,4,33.51,49.84,17,0.79,83,5.34,47.18
P05575,Frozen Berries,Frozen,5,35.72,53.38,9,0.27,354,14.82,45.47
P05576,Frozen Pizza,Frozen,2,93.88,133.98,18,0.24,314,11.94,117.98
P05577,Frozen Berries,Frozen,4,22.15,29.71,18,0.85,237,4.05,28.51
P05578,Lettuce,Produce,4,93.78,130.76,10,0.92,428,9.42,118.44
P05579,Sausage,Meat,1,73.45,95.07,4,0.45,143,21.75,74.39
P05580,Bread,Bakery,2,49.18,56.54,12,0.35,89,15.45,47.8
P05581,Muffin,Bakery,3,44.68,59.1,5,0.85,230,15.0,50.23
P05582,Spinach,Produce,2,58.0,85.58,12,0.48,441,14.28,73.36
P05583,Cream,Dairy,3,34.59,39.88,12,0.82,453,10.02,35.88
P05584,Pork Chops,Meat,1,43.1,62.97,17,0.71,271,9.66,56.89
P05585,Donut,Bakery,2,72.74,92.78,16,0.26,210,13.26,80.48
P05586,Apple,Produce,3,12.94,17.67,20,0.37,281,8.07,16.24
P05587,Yogurt,Dairy,2,46.6,54.21,8,0.4,459,18.0,44.45
P05588,Minced Beef,Meat,4,50.24,69.75,15,0.43,461,10.08,62.72
P05589,Frozen Vegetables,Frozen,5,81.41,117.55,19,0.71,159,3.36,113.6
P05590,Fish Fillet,Meat,4,67.61,86.75,10,0.67,87,11.67,76.63
P05591,Frozen Vegetables,Frozen,3,64.64,76.12,3,0.36,260,20.91,60.2
P05592,Bagel,Bakery,2,98.94,141.65,13,0.53,143,13.08,123.12
P05593,Frozen Pizza,Frozen,3,30.69,41.73,15,0.72,117,8.67,38.11
P05594,Spinach,Produce,2,16.81,19.32,7,0.9,257,14.25,16.57
P05595,Fish Fillet,Meat,1,40.74,49.74,7,0.64,283,17.79,40.89
P05596,Apple,Produce,2,19.16,23.52,4,0.61,63,19.11,19.03
P05597,Sausage,Meat,3,58.65,64.78,8,0.54,285,15.54,54.71
P05598,Milk,Dairy,5,29.99,39.33,20,0.72,197,2.52,38.34
P05599,Spinach,Produce,1,41.83,58.98,8,0.65,288,16.95,48.98
P05600,Cheese,Dairy,4,32.15,45.77,11,0.66,53,11.01,40.73
P05601,Butter,Dairy,4,11.11,14.09,6,0.39,204,17.19,11.67
P05602,Bread,Bakery,3,45.75,67.72,14,0.93,344,7.53,62.62
P05603,Apple,Produce,3,87.65,113.75,20,0.31,487,8.61,103.96
P05604,Bread,Bakery,5,99.38,115.14,14,0.97,60,4.77,109.65
P05605,Banana,Produce,1,95.99,110.4,2,0.62,26,21.72,86.42
P05606,Cheese,Dairy,4,85.99,125.2,16,0.94,19,4.74,119.27
P05607,Minced Beef,Meat,5,89.58,100.84,19,1.0,254,0.75,100.08
P05608,Croissant,Bakery,4,57.79,73.24,12,0.24,283,14.04,62.96
P05609,Carrot,Produce,5,18.36,23.07,6,0.29,31,16.89,19.17
P05610,Minced Beef,Meat,4,98.71,110.71,15,0.27,153,11.52,97.96
P05611,Lettuce,Produce,1,27.55,30.42,5,0.22,36,23.07,23.4
P05612,Bagel,Bakery,2,45.8,51.1,1,0.71,343,20.46,40.64
P05613,Bagel,Bakery,3,56.23,69.19,15,0.7,376,8.85,63.07
P05614,Frozen Fries,Frozen,5,25.46,30.36,15,0.38,70,9.33,27.53
P05615,Croissant,Bakery,2,63.64,91.04,6,0.31,242,20.31,72.55
P05616,Banana,Produce,3,13.35,16.27,8,0.64,496,14.64,13.89
P05617,Bagel,Bakery,3,36.25,49.17,17,0.63,413,7.98,45.25
P05618,Muffin,Bakery,5,34.14,45.01,2,0.58,332,17.28,37.23
P05619,Ice Cream,Frozen,3,77.82,92.35,14,0.99,437,6.99,85.89
P05620,Ice Cream,Frozen,4,85.8,106.72,12,0.72,153,9.72,96.35
P05621,Donut,Bakery,2,58.57,72.88,1,0.9,265,18.75,59.21
P05622,Chicken Breast,Meat,5,62.3,86.77,4,0.56,84,15.96,72.92
P05623,Milk,Dairy,2,78.93,118.12,17,0.2,108,13.05,102.71
P05624,Apple,Produce,1,82.56,103.19,14,0.66,145,12.36,90.44
P05625,Milk,Dairy,1,17.51,22.1,3,0.91,356,18.36,18.04
P05626,Apple,Produce,3,26.7,38.44,14,0.33,99,12.93,33.47
P05627,Chicken Breast,Meat,5,28.64,42.84,9,0.3,207,14.55,36.61
P05628,Minced Beef,Meat,2,20.53,23.36,2,0.92,498,17.82,19.2
P05629,Apple,Produce,1,10.7,13.8,15,0.3,416,14.85,11.75
P05630,Frozen Vegetables,Frozen,3,51.86,72.36,2,0.47,66,20.67,57.4
P05631,Frozen Fries,Frozen,3,12.6,14.23,1,0.2,434,23.85,10.84
P05632,Bagel,Bakery,4,81.81,97.61,12,0.33,223,13.23,84.7
P05633,Banana,Produce,5,43.22,55.7,14,0.39,103,9.99,50.14
P05634,Bread,Bakery,2,68.69,76.33,6,0.85,279,15.45,64.54
P05635,Sausage,Meat,1,14.89,18.85,14,0.22,160,16.32,15.77
P05636,Ice Cream,Frozen,2,42.97,54.93,15,0.43,350,12.48,48.07
P05637,Donut,Bakery,1,43.05,48.83,11,0.35,75,17.4,40.33
P05638,Fish Fillet,Meat,5,86.23,111.86,12,0.33,72,12.03,98.4
P05639,Donut,Bakery,4,94.95,124.29,17,0.68,375,6.33,116.42
P05640,Butter,Dairy,5,87.57,99.78,4,0.45,500,16.95,82.87
P05641,Milk,Dairy,1,33.23,46.17,4,0.33,369,22.83,35.63
P05642,Frozen Vegetables,Frozen,3,89.82,133.51,15,0.37,478,11.82,117.73
P05643,Carrot,Produce,1,93.08,119.89,9,0.27,466,19.62,96.37
P05644,Butter,Dairy,4,63.74,78.02,11,0.72,287,10.47,69.85
P05645,Bagel,Bakery,1,27.29,30.1,4,0.72,417,19.32,24.28
P05646,Butter,Dairy,4,89.46,101.6,1,0.51,115,19.86,81.42
P05647,Milk,Dairy,1,70.49,90.28,18,0.38,56,11.88,79.55
P05648,Frozen Pizza,Frozen,4,24.61,36.3,11,0.58,204,11.73,32.04
P05649,Bagel,Bakery,3,11.1,12.49,3,0.73,446,17.58,10.29
P05650,Muffin,Bakery,2,80.3,111.55,15,0.64,86,10.59,99.74
P05651,Bread,Bakery,1,47.9,58.06,9,0.81,98,14.76,49.49
P05652,Bread,Bakery,1,32.81,49.2,11,0.9,347,12.45,43.07
P05653,Sausage,Meat,2,34.73,48.66,5,0.3,497,21.15,38.37
P05654,Butter,Dairy,3,21.37,24.13,3,0.54,271,19.29,19.48
P05655,Bagel,Bakery,1,30.19,42.95,20,0.85,60,6.15,40.31
P05656,Donut,Bakery,2,31.43,46.13,14,0.51,85,12.51,40.36
P05657,Butter,Dairy,3,48.22,59.31,8,0.28,231,17.88,48.71
P05658,Donut,Bakery,3,10.86,12.09,11,0.72,157,11.67,10.68
P05659,Milk,Dairy,2,52.82,79.22,4,0.95,338,16.05,66.51
P05660,Bagel,Bakery,2,66.95,93.92,1,0.96,288,18.21,76.82
P05661,Frozen Pizza,Frozen,4,58.2,77.44,11,0.56,202,11.91,68.22
P05662,Milk,Dairy,5,82.07,107.57,1,0.42,366,19.47,86.63
P05663,Muffin,Bakery,3,53.96,77.44,8,0.39,369,16.89,64.36
P05664,Banana,Produce,5,52.19,66.43,20,0.58,58,3.78,63.92
P05665,Fish Fillet,Meat,3,24.06,35.62,8,0.26,424,18.06,29.19
P05666,Pork Chops,Meat,1,32.87,36.21,19,0.37,19,11.22,32.15
P05667,Milk,Dairy,5,39.47,49.7,19,0.76,147,2.91,48.25
P05668,Cream,Dairy,3,25.22,27.96,12,0.23,189,15.33,23.67
P05669,Fish Fillet,Meat,2,55.2,72.44,15,0.78,209,9.33,65.68
P05670,Fish Fillet,Meat,1,45.71,54.04,20,0.68,466,7.68,49.89
P05671,Banana,Produce,1,48.34,65.46,3,0.68,451,20.43,52.09
P05672,Bread,Bakery,4,25.98,33.65,20,0.22,282,8.22,30.88
P05673,Butter,Dairy,5,81.92,93.03,4,0.32,351,18.12,76.17
P05674,Butter,Dairy,5,39.9,46.12,18,0.32,432,7.62,42.61
P05675,Apple,Produce,2,96.0,112.72,13,0.59,80,12.54,98.58
P05676,Bread,Bakery,2,56.72,70.2,14,0.3,99,14.4,60.09
P05677,Chicken Breast,Meat,3,18.27,22.14,6,0.6,372,16.5,18.49
P05678,Minced Beef,Meat,2,28.14,38.28,8,0.76,451,14.76,32.63
P05679,Croissant,Bakery,1,70.86,86.72,5,0.21,139,23.16,66.64
P05680,Spinach,Produce,4,63.45,92.55,9,0.29,342,15.84,77.89
P05681,Frozen Berries,Frozen,1,65.59,88.32,5,0.47,450,20.82,69.93
P05682,Donut,Bakery,2,69.68,100.25,11,0.38,455,15.93,84.28
P05683,Cream,Dairy,3,42.3,60.88,18,0.59,321,7.59,56.26
P05684,Ice Cream,Frozen,4,36.58,51.71,16,0.37,309,9.87,46.61
P05685,Bagel,Bakery,2,30.03,41.7,4,0.54,358,19.74,33.47
P05686,Yogurt,Dairy,5,23.37,27.94,4,0.28,464,18.48,22.78
P05687,Yogurt,Dairy,2,14.57,16.2,11,0.35,494,16.2,13.58
P05688,Yogurt,Dairy,3,46.45,61.81,17,0.87,426,5.82,58.21
P05689,Bread,Bakery,2,29.0,41.44,5,0.35,448,20.7,32.86
P05690,Spinach,Produce,5,53.57,64.27,11,0.91,450,7.56,59.41
P05691,Chicken Breast,Meat,5,37.4,49.89,4,0.4,16,17.4,41.21
P05692,Frozen Vegetables,Frozen,5,89.02,132.06,7,0.58,96,13.53,114.19
P05693,Yogurt,Dairy,1,48.18,71.24,18,0.35,202,12.15,62.58
P05694,Cream,Dairy,1,65.55,93.34,7,0.56,200,18.51,76.06
P05695,Cream,Dairy,2,16.71,21.38,18,0.44,375,10.14,19.21
P05696,Frozen Fries,Frozen,5,80.81,114.88,18,0.2,237,8.7,104.89
P05697,Bagel,Bakery,2,58.94,67.09,7,0.56,353,17.31,55.48
P05698,Donut,Bakery,3,45.61,55.76,12,0.45,25,13.35,48.32
P05699,Sausage,Meat,1,11.4,16.71,12,0.46,492,15.66,14.09
P05700,Frozen Fries,Frozen,2,86.87,127.43,18,0.78,351,7.08,118.41
P05701,Cream,Dairy,1,70.1,99.85,19,0.72,128,8.07,91.79
P05702,Frozen Vegetables,Frozen,1,82.54,95.29,18,0.42,256,11.52,84.31
P05703,Frozen Fries,Frozen,2,96.54,126.1,12,0.38,45,15.18,106.96
P05704,Bagel,Bakery,3,19.03,27.66,8,0.37,27,17.07,22.94
P05705,Chicken Breast,Meat,4,46.99,64.49,16,0.25,465,10.95,57.43
P05706,Minced Beef,Meat,2,18.15,24.13,3,0.77,366,18.42,19.69
P05707,Milk,Dairy,5,39.92,55.79,1,0.68,260,17.13,46.23
P05708,Tomato,Produce,1,85.69,103.02,2,0.38,262,23.88,78.42
P05709,Frozen Pizza,Frozen,4,10.76,15.92,16,0.66,343,7.26,14.76
P05710,Spinach,Produce,4,18.78,24.7,5,0.9,468,13.35,21.4
P05711,Cheese,Dairy,3,56.56,63.24,5,0.85,210,15.0,53.75
P05712,Banana,Produce,4,97.64,119.06,10,0.55,148,12.75,103.88
P05713,Minced Beef,Meat,2,42.42,60.06,11,0.25,227,17.1,49.79
P05714,Croissant,Bakery,5,69.45,77.06,8,0.51,478,13.41,66.73
P05715,Fish Fillet,Meat,1,21.64,30.85,6,0.93,392,15.93,25.94
P05716,Cream,Dairy,3,52.9,75.39,20,0.22,129,9.42,68.29
