product_id,product_name,category,base_price,days_to_expiry,demand_factor,current_stock,adjusted_price
WMT32400,Product_32400,Fruits,22.62,2,0.64,275,13.9
WMT32401,Product_32401,Vegetables,154.26,26,1.19,228,146.86
WMT32402,Product_32402,Fruits,60.29,23,0.76,39,36.66
WMT32403,Product_32403,Fruits,197.41,2,0.93,86,176.25
WMT32404,Product_32404,Vegetables,191.76,14,1.09,15,167.21
WMT32405,Product_32405,Fruits,193.37,22,1.37,263,211.93
WMT32406,Product_32406,Meat,98.1,30,0.69,230,54.15
WMT32407,Product_32407,Meat,30.91,10,0.94,16,23.24
WMT32408,Product_32408,Fruits,99.46,29,1.12,87,89.12
WMT32409,Product_32409,Fruits,24.66,9,0.53,42,10.72
WMT32410,Product_32410,Fruits,97.54,2,1.01,113,94.57
WMT32411,Product_32411,Fruits,136.89,2,0.76,65,99.87
WMT32412,Product_32412,Dairy,65.8,17,0.77,122,40.53
WMT32413,Product_32413,Dairy,63.97,16,1.14,141,58.34
WMT32414,Product_32414,Bakery,48.9,6,1.38,195,59.38
WMT32415,Product_32415,Dairy,39.67,26,0.55,255,17.45
WMT32416,Product_32416,Bakery,192.62,22,0.89,122,137.15
WMT32417,Product_32417,Fruits,185.6,18,0.63,60,93.54
WMT32418,Product_32418,Dairy,58.77,6,1.21,203,62.58
WMT32419,Product_32419,Meat,82.7,28,0.62,29,41.02
WMT32420,Product_32420,Vegetables,110.63,15,0.53,252,46.91
WMT32421,Product_32421,Vegetables,166.18,5,1.25,156,186.95
WMT32422,Product_32422,Meat,86.78,16,1.46,11,101.36
WMT32423,Product_32423,Bakery,171.31,21,1.0,288,137.05
WMT32424,Product_32424,Dairy,56.87,22,1.35,24,61.42
WMT32425,Product_32425,Fruits,159.42,21,0.82,128,104.58
WMT32426,Product_32426,Meat,109.98,2,0.99,226,104.52
WMT32427,Product_32427,Dairy,33.46,23,1.38,299,36.94
WMT32428,Product_32428,Meat,41.77,6,1.32,187,48.52
WMT32429,Product_32429,Bakery,118.99,20,0.72,268,68.54
WMT32430,Product_32430,Bakery,165.81,28,1.05,265,139.28
WMT32431,Product_32431,Dairy,179.86,9,1.14,10,168.13
WMT32432,Product_32432,Bakery,155.03,8,1.28,174,166.69
WMT32433,Product_32433,Meat,188.71,19,1.24,205,187.2
WMT32434,Product_32434,Vegetables,65.06,17,1.23,140,64.02
WMT32435,Product_32435,Vegetables,51.84,1,0.51,171,25.91
WMT32436,Product_32436,Bakery,117.6,20,1.45,225,136.42
WMT32437,Product_32437,Fruits,112.54,4,0.7,212,72.48
WMT32438,Product_32438,Dairy,85.21,23,1.13,76,77.03
WMT32439,Product_32439,Bakery,138.46,20,0.81,272,89.72
WMT32440,Product_32440,Fruits,99.49,7,0.94,222,80.43
WMT32441,Product_32441,Vegetables,176.83,21,1.36,293,192.39
WMT32442,Product_32442,Dairy,122.09,19,0.55,23,53.72
WMT32443,Product_32443,Fruits,178.06,10,0.61,16,86.89
WMT32444,Product_32444,Vegetables,21.68,27,1.44,165,24.98
WMT32445,Product_32445,Meat,60.25,10,1.34,13,64.59
WMT32446,Product_32446,Meat,124.4,4,1.48,289,169.38
WMT32447,Product_32447,Dairy,137.53,27,0.5,219,55.01
WMT32448,Product_32448,Dairy,134.39,4,0.73,154,90.26
WMT32449,Product_32449,Fruits,122.47,27,0.63,188,61.72
WMT32450,Product_32450,Bakery,149.28,28,0.7,137,83.6
WMT32451,Product_32451,Meat,138.55,20,1.12,286,124.14
WMT32452,Product_32452,Meat,80.27,2,1.38,281,106.34
WMT32453,Product_32453,Meat,109.01,28,0.77,42,67.15
WMT32454,Product_32454,Fruits,119.39,10,1.21,53,115.57
WMT32455,Product_32455,Fruits,106.94,25,1.41,88,120.63
WMT32456,Product_32456,Dairy,119.02,25,1.28,210,121.88
WMT32457,Product_32457,Dairy,136.71,5,1.21,81,148.88
WMT32458,Product_32458,Dairy,37.9,28,0.53,294,16.07
WMT32459,Product_32459,Meat,156.21,11,0.92,288,114.97
WMT32460,Product_32460,Vegetables,96.28,27,1.27,240,97.82
WMT32461,Product_32461,Meat,150.33,13,1.1,188,132.29
WMT32462,Product_32462,Bakery,53.69,1,1.25,132,65.77
WMT32463,Product_32463,Meat,40.72,5,1.14,210,41.78
WMT32464,Product_32464,Vegetables,146.83,24,0.72,78,84.57
WMT32465,Product_32465,Dairy,173.93,10,0.56,98,77.92
WMT32466,Product_32466,Meat,45.66,25,0.74,246,27.03
WMT32467,Product_32467,Dairy,62.11,29,0.58,235,28.82
WMT32468,Product_32468,Bakery,72.55,26,1.13,211,65.59
WMT32469,Product_32469,Vegetables,41.33,4,1.03,235,39.16
WMT32470,Product_32470,Vegetables,35.24,17,1.01,272,28.47
WMT32471,Product_32471,Fruits,199.91,28,1.36,141,217.5
WMT32472,Product_32472,Vegetables,140.71,5,0.54,71,68.39
WMT32473,Product_32473,Vegetables,55.84,16,1.01,87,45.12
WMT32474,Product_32474,Dairy,157.72,28,1.21,224,152.67
WMT32475,Product_32475,Bakery,77.53,23,1.32,36,81.87
WMT32476,Product_32476,Dairy,61.22,3,1.14,101,65.6
WMT32477,Product_32477,Vegetables,126.7,11,0.68,105,68.92
WMT32478,Product_32478,Vegetables,177.88,12,0.66,216,93.92
WMT32479,Product_32479,Vegetables,67.94,14,1.05,50,57.07
WMT32480,Product_32480,Dairy,186.31,22,1.39,116,207.18
WMT32481,Product_32481,Bakery,25.09,23,0.99,250,19.87
WMT32482,Product_32482,Meat,151.1,24,0.71,59,85.82
WMT32483,Product_32483,Vegetables,68.25,10,0.82,88,44.77
WMT32484,Product_32484,Vegetables,133.73,19,1.4,64,149.78
WMT32485,Product_32485,Meat,62.55,5,0.66,54,37.15
WMT32486,Product_32486,Bakery,45.22,20,1.4,206,50.65
WMT32487,Product_32487,Fruits,119.68,8,0.56,168,56.3
WMT32488,Product_32488,Dairy,99.84,18,1.05,101,83.87
WMT32489,Product_32489,Vegetables,21.77,26,0.57,289,9.93
WMT32490,Product_32490,Vegetables,157.35,2,0.79,68,119.33
WMT32491,Product_32491,Vegetables,155.21,22,0.76,280,94.37
WMT32492,Product_32492,Dairy,159.64,12,1.44,56,183.91
WMT32493,Product_32493,Vegetables,195.74,7,1.29,66,217.15
WMT32494,Product_32494,Meat,153.83,10,1.23,144,151.37
WMT32495,Product_32495,Dairy,184.16,27,1.5,152,220.99
WMT32496,Product_32496,Vegetables,97.27,9,0.78,260,62.21
WMT32497,Product_32497,Meat,170.91,7,1.05,132,154.33
WMT32498,Product_32498,Dairy,37.06,12,0.74,269,21.94
WMT32499,Product_32499,Fruits,27.73,28,0.55,161,12.2
WMT32500,Product_32500,Bakery,187.12,6,0.67,283,110.33
WMT32501,Product_32501,Bakery,159.58,16,1.36,121,173.62
WMT32502,Product_32502,Bakery,73.48,4,1.09,125,73.69
WMT32503,Product_32503,Vegetables,104.95,5,0.66,95,62.34
WMT32504,Product_32504,Bakery,193.84,30,0.59,232,91.49
WMT32505,Product_32505,Dairy,135.12,2,0.92,120,119.34
WMT32506,Product_32506,Fruits,194.48,30,0.66,122,102.69
WMT32507,Product_32507,Dairy,128.23,24,0.99,47,101.56
WMT32508,Product_32508,Bakery,170.85,23,1.29,197,176.32
WMT32509,Product_32509,Vegetables,194.7,21,0.6,45,93.46
WMT32510,Product_32510,Bakery,121.31,4,1.34,159,149.55
WMT32511,Product_32511,Meat,143.18,5,1.47,29,189.43
WMT32512,Product_32512,Dairy,48.3,12,1.19,219,45.98
WMT32513,Product_32513,Meat,94.44,18,1.09,155,82.35
WMT32514,Product_32514,Meat,189.16,23,0.63,274,95.34
WMT32515,Product_32515,Vegetables,59.28,17,1.18,146,55.96
WMT32516,Product_32516,Fruits,55.64,4,0.56,271,28.67
WMT32517,Product_32517,Fruits,148.56,27,0.97,46,115.28
WMT32518,Product_32518,Vegetables,135.68,8,1.25,232,142.46
WMT32519,Product_32519,Fruits,119.46,18,1.14,53,108.95
WMT32520,Product_32520,Bakery,128.86,8,1.24,156,134.22
WMT32521,Product_32521,Vegetables,193.46,2,1.39,157,258.15
WMT32522,Product_32522,Vegetables,164.39,24,1.35,148,177.54
WMT32523,Product_32523,Fruits,167.6,16,1.4,145,187.71
WMT32524,Product_32524,Dairy,159.27,17,0.61,20,77.72
WMT32525,Product_32525,Bakery,77.66,12,0.95,173,59.02
WMT32526,Product_32526,Bakery,163.44,5,0.8,257,117.68
WMT32527,Product_32527,Dairy,112.12,20,1.36,148,121.99
WMT32528,Product_32528,Vegetables,75.23,23,1.21,236,72.82
WMT32529,Product_32529,Dairy,138.07,21,1.02,234,112.67
WMT32530,Product_32530,Fruits,144.46,24,1.24,269,143.3
WMT32531,Product_32531,Meat,84.11,2,0.86,100,69.44
WMT32532,Product_32532,Bakery,83.82,12,1.16,78,77.78
WMT32533,Product_32533,Dairy,150.3,14,0.61,82,73.35
WMT32534,Product_32534,Vegetables,178.69,12,1.17,18,167.25
WMT32535,Product_32535,Fruits,25.28,11,1.21,67,24.47
WMT32536,Product_32536,Bakery,64.53,22,1.27,46,65.56
WMT32537,Product_32537,Dairy,40.35,2,1.26,74,48.81
WMT32538,Product_32538,Bakery,78.92,9,1.13,245,73.13
WMT32539,Product_32539,Vegetables,128.74,2,0.74,10,91.46
WMT32540,Product_32540,Dairy,80.32,26,0.76,95,48.83
WMT32541,Product_32541,Meat,58.75,13,1.15,158,54.05
WMT32542,Product_32542,Fruits,196.15,27,1.31,165,205.57
WMT32543,Product_32543,Meat,55.02,11,0.81,105,35.65
WMT32544,Product_32544,Fruits,58.18,12,0.56,244,26.06
WMT32545,Product_32545,Dairy,172.47,4,1.02,230,161.85
WMT32546,Product_32546,Bakery,32.0,17,0.59,51,15.1
WMT32547,Product_32547,Vegetables,150.18,28,0.55,30,66.08
WMT32548,Product_32548,Dairy,80.12,2,0.88,227,67.69
WMT32549,Product_32549,Dairy,107.06,24,0.83,228,71.09
WMT32550,Product_32550,Bakery,80.97,23,1.3,237,84.21
WMT32551,Product_32551,Dairy,101.01,25,1.0,138,80.81
WMT32552,Product_32552,Fruits,62.25,7,1.39,289,74.41
WMT32553,Product_32553,Bakery,165.92,8,0.95,49,132.4
WMT32554,Product_32554,Bakery,31.45,13,1.44,182,36.23
WMT32555,Product_32555,Dairy,168.34,8,0.8,208,113.12
WMT32556,Product_32556,Meat,187.36,26,0.7,197,104.92
WMT32557,Product_32557,Vegetables,133.43,4,1.19,150,146.08
WMT32558,Product_32558,Bakery,43.2,8,1.11,28,40.28
WMT32559,Product_32559,Meat,182.75,4,0.76,116,127.78
WMT32560,Product_32560,Bakery,189.43,13,1.43,234,216.71
WMT32561,Product_32561,Vegetables,159.3,25,1.27,145,161.85
WMT32562,Product_32562,Vegetables,180.45,11,1.1,119,158.8
WMT32563,Product_32563,Dairy,38.81,23,1.36,266,42.23
WMT32564,Product_32564,Vegetables,85.41,27,1.19,92,81.31
WMT32565,Product_32565,Fruits,52.57,3,1.44,193,71.16
WMT32566,Product_32566,Meat,137.05,20,1.14,175,124.99
WMT32567,Product_32567,Dairy,74.29,28,1.35,61,80.23
WMT32568,Product_32568,Fruits,78.25,10,1.22,238,76.37
WMT32569,Product_32569,Meat,112.56,19,0.65,82,58.53
WMT32570,Product_32570,Dairy,96.37,7,0.92,104,76.25
WMT32571,Product_32571,Bakery,90.69,8,1.31,251,99.8
WMT32572,Product_32572,Meat,167.51,14,1.07,148,143.39
WMT32573,Product_32573,Vegetables,122.61,11,0.68,121,66.7
WMT32574,Product_32574,Meat,186.09,19,0.86,78,128.03
WMT32575,Product_32575,Fruits,186.53,27,0.8,215,119.38
WMT32576,Product_32576,Meat,67.42,29,0.84,59,45.31
WMT32577,Product_32577,Vegetables,92.19,24,1.33,283,98.09
WMT32578,Product_32578,Dairy,144.98,22,0.95,201,110.18
WMT32579,Product_32579,Meat,41.74,23,1.15,113,38.4
WMT32580,Product_32580,Meat,20.09,6,1.28,216,22.63
WMT32581,Product_32581,Dairy,40.63,29,1.44,113,46.81
WMT32582,Product_32582,Vegetables,23.31,2,0.89,157,19.92
WMT32583,Product_32583,Bakery,73.61,7,0.54,146,34.18
WMT32584,Product_32584,Dairy,80.63,13,0.52,180,33.54
WMT32585,Product_32585,Bakery,48.72,3,1.47,214,67.32
WMT32586,Product_32586,Bakery,74.78,18,1.48,206,88.54
WMT32587,Product_32587,Vegetables,171.37,12,0.66,65,90.48
WMT32588,Product_32588,Fruits,188.81,10,0.52,275,78.54
WMT32589,Product_32589,Fruits,92.77,19,0.56,91,41.56
WMT32590,Product_32590,Bakery,136.1,30,1.39,22,151.34
WMT32591,Product_32591,Dairy,172.77,15,0.78,233,107.81
WMT32592,Product_32592,Meat,152.84,17,0.61,15,74.59
WMT32593,Product_32593,Bakery,161.37,14,0.89,21,114.9
WMT32594,Product_32594,Meat,79.39,26,1.37,265,87.01
WMT32595,Product_32595,Meat,186.83,24,0.95,167,141.99
WMT32596,Product_32596,Fruits,85.01,28,0.57,270,38.76
WMT32597,Product_32597,Bakery,39.99,10,1.41,202,45.11
WMT32598,Product_32598,Meat,28.82,22,1.3,256,29.97
WMT32599,Product_32599,Bakery,133.93,11,0.7,38,75.0
WMT32600,Product_32600,Fruits,160.62,12,1.03,81,132.35
WMT32601,Product_32601,Meat,185.44,2,0.74,216,131.74
WMT32602,Product_32602,Bakery,175.26,12,0.71,248,99.55
WMT32603,Product_32603,Dairy,55.04,26,1.24,99,54.6
WMT32604,Product_32604,Dairy,92.21,13,0.75,49,55.33
WMT32605,Product_32605,Vegetables,40.87,28,0.63,170,20.6
WMT32606,Product_32606,Fruits,73.21,16,1.21,203,70.87
WMT32607,Product_32607,Vegetables,36.84,26,1.08,28,31.83
WMT32608,Product_32608,Meat,195.91,18,1.01,24,158.3
WMT32609,Product_32609,Fruits,103.33,9,0.6,234,50.84
WMT32610,Product_32610,Dairy,103.75,9,1.11,50,94.43
WMT32611,Product_32611,Vegetables,195.81,27,0.54,35,84.59
WMT32612,Product_32612,Fruits,64.61,19,0.74,280,38.25
WMT32613,Product_32613,Fruits,103.09,4,0.56,165,53.11
WMT32614,Product_32614,Fruits,57.03,8,1.15,189,55.09
WMT32615,Product_32615,Vegetables,39.97,13,0.85,256,27.18
WMT32616,Product_32616,Bakery,183.67,5,0.7,297,115.71
WMT32617,Product_32617,Meat,125.45,25,1.04,13,104.37
WMT32618,Product_32618,Fruits,135.06,11,1.04,167,112.37
WMT32619,Product_32619,Dairy,183.55,16,0.55,33,80.76
WMT32620,Product_32620,Dairy,189.93,25,1.26,240,191.45
WMT32621,Product_32621,Meat,102.08,15,1.23,161,100.45
WMT32622,Product_32622,Dairy,28.04,30,1.32,22,29.61
WMT32623,Product_32623,Fruits,55.6,8,1.18,220,55.11
WMT32624,Product_32624,Dairy,167.42,29,1.14,261,152.69
WMT32625,Product_32625,Dairy,196.44,26,1.48,195,232.58
WMT32626,Product_32626,Meat,185.14,7,0.9,204,143.3
WMT32627,Product_32627,Bakery,21.64,16,0.59,278,10.21
WMT32628,Product_32628,Meat,57.76,11,0.82,253,37.89
WMT32629,Product_32629,Meat,120.01,6,0.77,114,81.32
WMT32630,Product_32630,Dairy,154.72,23,1.19,217,147.29
WMT32631,Product_32631,Bakery,131.5,4,1.47,159,177.84
WMT32632,Product_32632,Fruits,120.36,17,1.27,29,122.29
WMT32633,Product_32633,Fruits,157.01,7,1.39,180,187.69
WMT32634,Product_32634,Bakery,125.13,4,0.88,72,101.31
WMT32635,Product_32635,Bakery,148.19,29,0.61,138,72.32
WMT32636,Product_32636,Vegetables,140.84,30,0.65,275,73.24
WMT32637,Product_32637,Bakery,97.16,20,0.98,124,76.17
WMT32638,Product_32638,Bakery,193.78,23,0.52,268,80.61
WMT32639,Product_32639,Dairy,31.06,5,0.92,122,25.72
WMT32640,Product_32640,Meat,122.98,14,1.4,290,137.74
WMT32641,Product_32641,Fruits,175.82,6,0.54,112,83.55
WMT32642,Product_32642,Bakery,191.54,17,1.37,81,209.93
WMT32643,Product_32643,Vegetables,136.94,4,1.04,138,131.02
WMT32644,Product_32644,Dairy,149.12,17,1.02,250,121.68
WMT32645,Product_32645,Vegetables,122.28,27,0.71,118,69.46
WMT32646,Product_32646,Vegetables,39.36,8,0.66,243,21.82
WMT32647,Product_32647,Dairy,51.97,30,1.5,219,62.36
WMT32648,Product_32648,Vegetables,179.07,8,1.12,296,168.47
WMT32649,Product_32649,Dairy,52.46,27,0.74,105,31.06
WMT32650,Product_32650,Meat,144.57,22,0.51,77,58.98
WMT32651,Product_32651,Dairy,139.83,11,0.55,263,61.53
WMT32652,Product_32652,Fruits,129.4,14,0.78,205,80.75
WMT32653,Product_32653,Vegetables,38.31,28,0.69,225,21.15
WMT32654,Product_32654,Bakery,164.82,15,0.97,183,127.9
WMT32655,Product_32655,Vegetables,38.76,10,1.34,208,41.55
WMT32656,Product_32656,Dairy,55.49,23,1.33,256,59.04
WMT32657,Product_32657,Bakery,132.66,25,0.93,251,98.7
WMT32658,Product_32658,Fruits,178.96,3,1.2,245,201.87
WMT32659,Product_32659,Dairy,90.42,15,1.22,93,88.25
WMT32660,Product_32660,Meat,70.19,1,1.02,23,70.16
WMT32661,Product_32661,Fruits,59.86,6,0.62,82,32.66
WMT32662,Product_32662,Vegetables,31.89,24,1.1,282,28.06
WMT32663,Product_32663,Dairy,49.55,20,1.42,186,56.29
WMT32664,Product_32664,Fruits,22.69,25,1.22,120,22.15
WMT32665,Product_32665,Dairy,24.7,1,0.82,86,19.85
WMT32666,Product_32666,Vegetables,64.65,4,1.01,179,60.07
WMT32667,Product_32667,Fruits,25.33,15,1.31,294,26.55
WMT32668,Product_32668,Bakery,141.37,24,0.79,72,89.35
WMT32669,Product_32669,Meat,159.68,24,1.14,106,145.63
WMT32670,Product_32670,Bakery,50.69,28,0.84,299,34.06
WMT32671,Product_32671,Bakery,195.36,28,0.59,157,92.21
WMT32672,Product_32672,Fruits,114.81,11,1.29,164,118.48
WMT32673,Product_32673,Meat,48.59,29,1.2,20,46.65
WMT32674,Product_32674,Meat,76.26,7,0.56,62,36.73
WMT32675,Product_32675,Vegetables,175.66,1,0.93,36,160.1
WMT32676,Product_32676,Vegetables,131.38,18,1.4,237,147.15
WMT32677,Product_32677,Bakery,112.32,25,1.29,19,115.91
WMT32678,Product_32678,Fruits,191.89,7,1.06,146,174.93
WMT32679,Product_32679,Dairy,112.21,19,1.29,15,115.8
WMT32680,Product_32680,Bakery,184.11,25,0.51,171,75.12
WMT32681,Product_32681,Vegetables,151.41,12,1.07,46,129.61
WMT32682,Product_32682,Vegetables,174.05,3,1.15,237,188.15
WMT32683,Product_32683,Vegetables,32.0,7,0.73,251,20.09
WMT32684,Product_32684,Vegetables,72.11,21,1.03,30,59.42
WMT32685,Product_32685,Vegetables,93.07,24,0.69,13,51.37
WMT32686,Product_32686,Dairy,144.02,28,0.73,48,84.11
WMT32687,Product_32687,Dairy,94.11,25,1.28,275,96.37
WMT32688,Product_32688,Vegetables,93.4,26,1.32,80,98.63
WMT32689,Product_32689,Fruits,65.98,2,0.82,246,51.94
WMT32690,Product_32690,Meat,168.86,12,1.1,285,148.6
WMT32691,Product_32691,Fruits,69.38,5,1.17,183,73.06
WMT32692,Product_32692,Fruits,138.44,15,1.23,35,136.22
WMT32693,Product_32693,Bakery,186.81,1,1.15,283,210.53
WMT32694,Product_32694,Vegetables,40.22,17,1.15,263,37.0
WMT32695,Product_32695,Meat,127.15,2,0.73,243,89.11
WMT32696,Product_32696,Dairy,32.03,2,1.48,284,45.51
WMT32697,Product_32697,Vegetables,157.65,24,1.19,98,150.08
WMT32698,Product_32698,Meat,88.77,15,0.98,81,69.6
WMT32699,Product_32699,Dairy,176.72,21,0.86,255,121.58
WMT32700,Product_32700,Meat,132.61,2,1.27,54,161.68
WMT32701,Product_32701,Meat,109.94,4,1.33,94,134.52
WMT32702,Product_32702,Meat,195.35,26,1.39,17,217.23
WMT32703,Product_32703,Fruits,75.43,14,1.33,129,80.26
WMT32704,Product_32704,Bakery,182.94,7,1.43,35,224.98
WMT32705,Product_32705,Vegetables,94.28,9,1.18,98,91.23
WMT32706,Product_32706,Vegetables,20.69,15,1.48,130,24.5
WMT32707,Product_32707,Fruits,47.19,5,1.41,116,59.88
WMT32708,Product_32708,Vegetables,21.27,23,1.04,148,17.7
WMT32709,Product_32709,Fruits,149.72,22,1.46,289,174.87
WMT32710,Product_32710,Fruits,58.1,30,1.44,13,66.93
WMT32711,Product_32711,Dairy,122.72,26,1.38,234,135.48
WMT32712,Product_32712,Dairy,48.71,19,0.98,236,38.19
WMT32713,Product_32713,Fruits,177.1,2,0.78,265,132.61
WMT32714,Product_32714,Bakery,80.2,12,1.0,195,64.16
WMT32715,Product_32715,Fruits,44.56,7,0.57,269,21.84
WMT32716,Product_32716,Bakery,129.52,3,0.53,257,64.53
WMT32717,Product_32717,Dairy,146.04,12,0.52,160,60.75
WMT32718,Product_32718,Bakery,111.24,27,0.86,42,76.53
WMT32719,Product_32719,Fruits,159.51,26,0.69,42,88.05
WMT32720,Product_32720,Vegetables,145.69,11,1.07,81,124.71
WMT32721,Product_32721,Meat,38.3,30,1.43,116,43.82
WMT32722,Product_32722,Dairy,45.63,4,0.75,11,31.48
WMT32723,Product_32723,Bakery,25.96,17,0.81,151,16.82
WMT32724,Product_32724,Dairy,126.27,5,0.88,246,100.01
WMT32725,Product_32725,Fruits,177.29,6,0.55,234,85.81
WMT32726,Product_32726,Vegetables,182.07,11,0.71,290,103.42
WMT32727,Product_32727,Dairy,35.43,6,1.33,204,41.47
WMT32728,Product_32728,Fruits,143.16,19,1.14,233,130.56
WMT32729,Product_32729,Fruits,141.46,28,0.93,245,105.25
WMT32730,Product_32730,Meat,181.09,14,0.91,211,131.83
WMT32731,Product_32731,Vegetables,146.5,25,0.59,121,69.15
WMT32732,Product_32732,Dairy,55.54,27,1.01,103,44.88
WMT32733,Product_32733,Vegetables,21.3,29,1.46,188,24.88
WMT32734,Product_32734,Bakery,45.58,10,0.67,139,24.43
WMT32735,Product_32735,Bakery,94.73,7,1.43,29,116.5
WMT32736,Product_32736,Fruits,62.35,11,1.32,219,65.84
WMT32737,Product_32737,Bakery,181.29,9,0.85,289,126.36
WMT32738,Product_32738,Fruits,145.53,5,0.99,77,129.67
WMT32739,Product_32739,Vegetables,127.4,25,1.48,272,150.84
WMT32740,Product_32740,Vegetables,101.28,16,1.16,114,93.99
WMT32741,Product_32741,Dairy,49.54,26,1.35,34,53.5
WMT32742,Product_32742,Dairy,151.27,7,1.17,141,152.21
WMT32743,Product_32743,Dairy,29.45,11,1.49,50,35.1
WMT32744,Product_32744,Dairy,181.15,11,0.87,191,126.08
WMT32745,Product_32745,Vegetables,198.71,13,0.81,50,128.76
WMT32746,Product_32746,Bakery,192.68,29,1.37,257,211.18
WMT32747,Product_32747,Vegetables,168.95,27,1.25,82,168.95
WMT32748,Product_32748,Vegetables,179.21,30,1.08,145,154.84
WMT32749,Product_32749,Fruits,20.33,15,0.73,172,11.87
WMT32750,Product_32750,Vegetables,55.13,14,0.66,283,29.11
WMT32751,Product_32751,Fruits,61.28,24,1.34,137,65.69
WMT32752,Product_32752,Fruits,87.84,28,1.28,268,89.95
WMT32753,Product_32753,Fruits,111.9,12,0.68,25,60.87
WMT32754,Product_32754,Vegetables,159.53,28,1.14,90,145.49
WMT32755,Product_32755,Fruits,198.56,30,0.74,258,117.55
WMT32756,Product_32756,Vegetables,123.11,16,1.42,293,139.85
WMT32757,Product_32757,Meat,70.33,8,0.93,139,54.94
WMT32758,Product_32758,Bakery,29.97,4,0.83,86,22.89
WMT32759,Product_32759,Bakery,24.98,19,1.5,54,29.98
WMT32760,Product_32760,Vegetables,162.94,30,0.72,141,93.85
WMT32761,Product_32761,Meat,86.99,25,1.26,136,87.69
WMT32762,Product_32762,Meat,164.57,30,1.34,25,176.42
WMT32763,Product_32763,Vegetables,143.66,5,1.16,211,149.98
WMT32764,Product_32764,Bakery,55.82,29,1.19,207,53.14
WMT32765,Product_32765,Meat,150.95,13,0.78,154,94.19
WMT32766,Product_32766,Fruits,150.39,5,0.6,300,81.21
WMT32767,Product_32767,Bakery,129.49,27,1.43,112,148.14
WMT32768,Product_32768,Fruits,64.57,1,1.01,170,63.91
WMT32769,Product_32769,Fruits,141.31,13,0.72,97,81.39
WMT32770,Product_32770,Dairy,77.58,27,1.21,49,75.1
WMT32771,Product_32771,Meat,79.64,15,0.96,172,61.16
WMT32772,Product_32772,Bakery,164.97,22,0.81,189,106.9
WMT32773,Product_32773,Dairy,199.48,6,0.7,48,122.88
WMT32774,Product_32774,Bakery,89.2,11,1.46,272,104.19
WMT32775,Product_32775,Bakery,34.45,25,1.36,37,37.48
WMT32776,Product_32776,Fruits,67.87,4,1.4,75,87.42
WMT32777,Product_32777,Vegetables,120.16,16,1.09,300,104.78
WMT32778,Product_32778,Bakery,61.59,6,0.95,201,51.49
WMT32779,Product_32779,Fruits,194.27,14,1.34,229,208.26
WMT32780,Product_32780,Vegetables,172.22,29,0.69,226,95.07
WMT32781,Product_32781,Dairy,68.63,9,1.14,82,64.16
WMT32782,Product_32782,Vegetables,167.8,3,1.42,280,223.98
WMT32783,Product_32783,Vegetables,145.0,18,1.29,106,149.64
WMT32784,Product_32784,Bakery,105.45,18,0.6,259,50.62
WMT32785,Product_32785,Bakery,75.43,11,1.06,144,63.96
WMT32786,Product_32786,Meat,107.35,22,1.01,27,86.74
WMT32787,Product_32787,Vegetables,150.78,13,0.72,37,86.85
WMT32788,Product_32788,Dairy,22.06,28,1.47,224,25.94
WMT32789,Product_32789,Meat,34.55,6,1.23,165,37.4
WMT32790,Product_32790,Bakery,167.58,11,0.6,52,80.44
WMT32791,Product_32791,Meat,128.62,23,1.43,243,147.14
WMT32792,Product_32792,Vegetables,84.18,22,1.2,266,80.81
WMT32793,Product_32793,Bakery,163.25,30,1.18,20,154.11
WMT32794,Product_32794,Vegetables,72.33,21,0.67,210,38.77
WMT32795,Product_32795,Dairy,177.09,15,0.82,218,116.17
WMT32796,Product_32796,Bakery,156.24,15,1.29,272,161.24
WMT32797,Product_32797,Vegetables,199.39,30,0.94,32,149.94
WMT32798,Product_32798,Vegetables,135.9,4,1.14,90,142.53
WMT32799,Product_32799,Vegetables,36.01,5,0.91,154,29.49
WMT32800,Product_32800,Vegetables,46.95,11,1.49,99,55.96
WMT32801,Product_32801,Bakery,65.97,23,0.67,146,35.36
WMT32802,Product_32802,Fruits,77.33,25,0.5,95,30.93
WMT32803,Product_32803,Vegetables,171.99,29,1.18,289,162.36
WMT32804,Product_32804,Dairy,94.06,2,0.97,33,87.59
WMT32805,Product_32805,Meat,36.19,12,1.19,133,34.45
WMT32806,Product_32806,Bakery,127.52,19,0.98,281,99.98
WMT32807,Product_32807,Bakery,168.67,11,1.12,214,151.13
WMT32808,Product_32808,Vegetables,180.64,22,1.32,58,190.76
WMT32809,Product_32809,Meat,157.91,28,1.08,232,136.43
WMT32810,Product_32810,Vegetables,134.36,30,0.63,245,67.72
WMT32811,Product_32811,Meat,153.98,26,0.63,252,77.61
WMT32812,Product_32812,Vegetables,95.3,2,0.73,37,66.79
WMT32813,Product_32813,Vegetables,86.14,29,1.4,21,96.48
WMT32814,Product_32814,Bakery,171.02,20,1.48,67,202.49
WMT32815,Product_32815,Meat,104.22,25,0.67,225,55.86
WMT32816,Product_32816,Vegetables,45.68,13,1.0,17,36.54
WMT32817,Product_32817,Dairy,91.3,15,1.36,227,99.33
WMT32818,Product_32818,Dairy,140.26,28,1.27,282,142.5
WMT32819,Product_32819,Dairy,20.78,27,1.11,174,18.45
WMT32820,Product_32820,Vegetables,85.07,16,1.39,169,94.6
WMT32821,Product_32821,Meat,128.12,28,1.03,285,105.57
